frame_id,x,y,detected,x_smooth,y_smooth,dx,dy,speed_m_frame,dy_sign,hit,hitter
47,6.0039372,9.23721,True,6.0092181205749515,9.21529483795166,0.03117265701293981,-0.11858539581298899,0.12261415352792536,-1.0,False,
48,6.0429955,9.075122,True,6.037861156463623,9.096429061889648,0.028643035888671342,-0.11886577606201243,0.122268132494711,-1.0,False,
49,6.069111,8.966745,True,6.0666351318359375,8.878644943237305,0.02877397537231463,-0.21778411865234304,0.21967672611340602,-1.0,False,
50,6.095288,8.858115,True,6.092945957183838,8.560433197021485,0.026310825347900746,-0.3182117462158196,0.31929762755180147,-1.0,False,
51,6.1218443,8.256032,True,6.114210033416748,8.151074028015136,0.021264076232910156,-0.4093591690063487,0.40991107595136705,-1.0,False,
52,6.1354914,7.6461515,True,6.133040046691894,7.649653148651123,0.018830013275145774,-0.5014208793640131,0.5017743194526025,-1.0,False,
53,6.149316,7.028326,True,6.1466835021972654,7.1240842819213865,0.013643455505371271,-0.5255688667297367,0.5257459249045177,-1.0,False,
54,6.163261,6.459641,True,6.149662208557129,6.684388732910156,0.0029787063598636365,-0.43969554901123065,0.43970563848086575,-1.0,False,
55,6.163505,6.230271,True,6.125684833526611,6.424205303192139,-0.02397737503051811,-0.2601834297180172,0.2612859192784497,-1.0,False,
56,6.136738,6.0575542,True,6.074863243103027,6.344773292541504,-0.05082159042358381,-0.07943201065063477,0.09429887787871635,-1.0,False,
57,6.0156045,6.3452344,True,5.997319126129151,6.4359180450439455,-0.07754411697387642,0.09114475250244158,0.11966810763937717,1.0,True,player_2
58,5.895208,6.631166,True,5.89593734741211,6.6294331550598145,-0.10138177871704102,0.19351511001586896,0.21846364196425214,1.0,False,
59,5.7755404,6.9153647,True,5.7762635231018065,6.913647556304932,-0.11967382431030327,0.28421440124511754,0.30838231158770113,1.0,False,
60,5.656596,7.1978464,True,5.6603248596191404,7.251630020141602,-0.11593866348266602,0.33798246383666974,0.3573148745172144,1.0,False,
61,5.5383687,7.4786263,True,5.548214912414551,7.642422008514404,-0.11210994720458967,0.3907919883728024,0.4065550620009354,1.0,False,
62,5.435911,8.035147,True,5.437417888641358,8.085083389282227,-0.110797023773193,0.4426613807678228,0.45631686195041365,1.0,False,
63,5.334658,8.585126,True,5.328705883026123,8.642578506469727,-0.10871200561523509,0.5574951171875,0.5679956917554844,1.0,False,
64,5.221555,9.128672,True,5.219652938842773,9.301684761047364,-0.10905294418334943,0.6591062545776367,0.668067062096626,1.0,False,
65,5.113036,9.985322,True,5.1100517272949215,10.004571533203125,-0.10960121154785174,0.702886772155761,0.7113805170542005,1.0,False,
66,4.993104,10.774158,True,4.998360633850098,10.810215377807618,-0.11169109344482386,0.8056438446044929,0.8133491898957106,1.0,False,
67,4.887905,11.549581,True,4.884835529327392,11.705160522460938,-0.11352510452270526,0.8949451446533203,0.9021168224212669,1.0,False,
68,4.7762027,12.613345,True,4.774978733062744,12.679772567749023,-0.10985679626464862,0.9746120452880849,0.9807839489439846,1.0,False,
69,4.6539297,13.603397,True,4.6691662788391115,13.740590858459473,-0.10581245422363228,1.0608182907104506,1.0660824177213835,1.0,False,
70,4.563752,14.858382,True,4.567378330230713,14.883585357666016,-0.10178794860839879,1.1429944992065426,1.1475178480957589,1.0,False,
71,4.4640417,16.078249,True,4.469033432006836,16.044625282287598,-0.0983448982238766,1.1610399246215817,1.1651975907853365,1.0,False,
72,4.3789654,17.264553,True,4.378874969482422,17.223743629455566,-0.09015846252441406,1.179118347167968,1.1825601993103299,1.0,False,
73,4.284478,18.418545,True,4.2888110160827635,18.370751190185548,-0.09006395339965856,1.147007560729982,1.1505380741521416,1.0,False,
74,4.2031374,19.49899,True,4.204882717132568,19.543459701538087,-0.08392829895019549,1.172708511352539,1.1757079620226112,1.0,False,
75,4.1134324,20.59342,True,4.124611568450928,20.73982353210449,-0.08027114868164009,1.1963638305664048,1.1990537404129105,1.0,False,
76,4.0444,21.941792,True,4.05030665397644,21.957967376708986,-0.07430491447448784,1.2181438446044943,1.2204079836115787,1.0,False,
77,3.9776096,23.246372,True,3.9815151691436768,23.116565704345703,-0.06879148483276332,1.1585983276367173,1.1606387694662343,1.0,False,
78,3.9129536,24.509264,True,3.916545867919922,24.37434310913086,-0.06496930122375488,1.2577774047851555,1.2594542508918631,1.0,False,
79,3.85918,25.29198,True,3.8498441696166994,25.404650497436524,-0.06670169830322248,1.0303073883056655,1.0324642516589984,1.0,False,
80,3.788586,26.882307,True,3.78292031288147,26.20902099609375,-0.06692385673522949,0.8043704986572244,0.8071497393361342,1.0,False,
81,3.7108917,27.093328,True,3.715411567687988,26.795627212524415,-0.06750874519348171,0.5866062164306669,0.5904780129968439,1.0,False,
82,3.6429904,27.268225,True,3.6452052116394045,27.260339736938477,-0.07020635604858372,0.4647125244140611,0.46998581125062683,1.0,False,
83,3.57541,27.442295,True,3.5736475467681883,27.4414493560791,-0.07155766487121618,0.1811096191406243,0.19473364770137508,1.0,False,
84,3.5081482,27.615543,True,3.5045559883117674,27.62155876159668,-0.0690915584564209,0.18010940551758026,0.19290682052699223,1.0,False,
85,3.4307976,27.787855,True,3.4357914447784426,27.800820922851564,-0.06876454353332484,0.1792621612548828,0.19199865860239268,1.0,False,
86,3.365434,27.993876,True,3.3652862548828124,27.97921676635742,-0.07050518989563015,0.17839584350585724,0.19182298814893167,1.0,False,
87,3.2991676,28.164536,True,3.295108413696289,28.15677719116211,-0.07017784118652326,0.17756042480468892,0.19092572862352122,1.0,False,
88,3.222884,28.334274,True,3.2284188270568848,28.36048583984375,-0.06668958663940439,0.20370864868164062,0.21434718219242982,1.0,False,
89,3.157259,28.503345,True,3.163193130493164,28.589768981933595,-0.06522569656372079,0.22928314208984446,0.2383802649944294,1.0,False,
90,3.0973496,28.806398,True,3.099439525604248,28.844482421875,-0.06375360488891602,0.25471343994140483,0.26257086400268337,1.0,False,
91,3.0393054,29.140291,True,3.038927602767944,29.16353416442871,-0.0605119228363038,0.31905174255371094,0.324739445143189,1.0,False,
92,2.9803996,29.438103,True,2.983722972869873,29.500629043579103,-0.05520462989807129,0.33709487915039205,0.34158528760999124,1.0,False,
93,2.9203243,29.929533,True,2.936817741394043,29.553634643554688,-0.04690523147582981,0.053005599975584516,0.07077919446117525,1.0,False,
94,2.8812358,30.18882,True,2.8995033740997314,29.302502822875976,-0.0373143672943117,-0.25113182067871165,0.2538888602597195,-1.0,True,player_1
95,2.8628235,29.071426,True,2.873691463470459,28.78926315307617,-0.02581191062927246,-0.5132396697998054,0.5138883277391566,-1.0,False,
96,2.8527336,27.884632,True,2.8577716827392576,27.82269287109375,-0.01591978073120126,-0.9665702819824205,0.9667013755188855,-1.0,False,
97,2.85134,26.871904,True,2.849650812149048,26.432165145874023,-0.008120870590209606,-1.3905277252197266,1.3905514385105968,-1.0,False,
98,2.8407254,25.096682,True,2.8463576436042786,25.77234983444214,-0.0032931685447694647,-0.6598153114318848,0.6598235295584869,-1.0,False,
99,2.8406315,23.236181,True,2.8442323207855225,25.06825574239095,-0.0021253228187561035,-0.7040940920511893,0.7040972997096868,-1.0,False,
